"x_wgs84"	"y_wgs84"	"x_l2e"	"y_l2e"	"MMTP_2007"	"MMTP_2008"	"MMTP_2009"	"MMTP_2010"	"MMTP_2011"	"MMTP_2012"	"MMTP_2013"	"MMTP_2014"	"MMTP_2015"	"MMTP_2016"	"MMTP_2017"
1.49834	51.3308	541404	2704680	20.602	19.239	18.054	19.79	17.981	20.132	18.42	21.488	20.153	20.375	20.375
1.78378	51.3514	561375	2706790	20.55	19.389	18.188	20.179	18.101	20.412	19.154	21.165	20.471	21.13	21.13
2.06945	51.3712	581346	2708900	20.729	19.567	18.408	20.302	18.311	20.696	19.487	21.542	20.692	21.308	21.308
2.35535	51.3904	601317	2711010	20.91	19.712	18.556	20.478	18.412	20.917	19.727	21.904	20.88	21.458	21.458
2.64146	51.4088	621288	2713110	21.049	19.895	18.562	20.357	18.36	20.944	19.955	22.18	21.076	21.631	21.631
2.92778	51.4265	641259	2715200	20.992	19.907	18.363	20.055	18.137	20.691	19.878	22.055	21.053	21.629	21.629
3.21429	51.4436	661229	2717290	21.076	19.995	18.78	20.756	18.346	21.151	20.268	22.557	21.318	21.733	21.733
3.50101	51.4599	681199	2719370	21.105	20.086	19.209	21.353	18.641	21.616	20.614	23.03	21.593	21.843	21.843
3.7879	51.4755	701168	2721450	20.56	19.815	18.7	20.929	18.215	21.15	20.081	22.269	21.276	21.651	21.651
4.07498	51.4905	721138	2723520	20.522	19.962	18.543	20.75	18.099	20.921	19.91	22.043	21.284	21.731	21.731
4.36222	51.5047	741108	2725590	20.851	20.38	18.86	21.067	18.382	21.156	20.233	22.505	21.588	22.009	22.009
4.64962	51.5182	761078	2727650	21.185	20.807	19.176	21.404	18.666	21.421	20.569	22.999	21.86	22.284	22.284
4.93718	51.531	781048	2729700	21.5	21.19	19.45	21.712	18.909	21.697	20.884	23.467	22.115	22.568	22.568
5.22488	51.5431	801019	2731750	21.747	21.46	19.619	21.959	19.055	21.925	21.151	23.813	22.354	22.81	22.81
5.51271	51.5545	820989	2733800	22.313	21.731	19.784	22.321	19.274	22.321	21.605	24.392	22.991	23.519	23.519
5.80068	51.5652	840960	2735840	22.56	21.863	19.856	22.463	19.409	22.437	21.744	24.521	23.242	23.853	23.853
6.08877	51.5752	860931	2737870	22.715	22.049	19.984	22.598	19.555	22.559	21.892	24.658	23.419	24.035	24.035
6.37696	51.5845	880903	2739900	22.725	22.152	20.101	22.634	19.568	22.561	21.911	24.669	23.387	23.958	23.958
6.66527	51.593	900875	2741920	22.635	22.098	20.143	22.549	19.469	22.444	21.792	24.519	23.204	23.77	23.77
6.95366	51.6009	920847	2743940	22.28	21.705	19.876	22.165	19.239	22.107	21.545	24.181	22.866	23.509	23.509
7.24215	51.608	940819	2745950	21.905	21.296	19.463	21.69	18.989	21.78	21.246	23.847	22.542	23.217	23.217
7.53072	51.6145	960792	2747950	21.764	21.121	19.2	21.418	18.867	21.645	21.049	23.577	22.337	22.987	22.987
7.81935	51.6202	980765	2749950	22.33	21.752	19.702	21.752	19.241	21.918	21.248	24.059	22.774	23.494	23.494
8.10805	51.6252	1000740	2751950	22.334	21.804	19.615	21.482	19.079	21.773	21.081	23.986	22.729	23.548	23.548
8.39681	51.6295	1020710	2753940	22.329	21.862	19.636	21.372	19.06	21.831	21.096	24.001	22.685	23.516	23.516
8.68561	51.6331	1040690	2755920	21.779	21.51	19.35	21.017	18.703	21.528	20.852	23.698	22.203	22.934	22.934
8.97444	51.636	1060660	2757900	21.352	21.31	19.241	20.876	18.575	21.348	20.718	23.582	21.824	22.432	22.432
9.26331	51.6382	1080640	2759870	21.352	21.459	19.444	21.105	18.834	21.518	20.981	23.86	21.868	22.382	22.382
9.5522	51.6396	1100610	2761830	21.216	21.184	19.14	20.916	18.691	21.251	20.87	23.679	21.717	22.237	22.237
9.8411	51.6404	1120590	2763790	21.57	21.315	19.335	20.929	18.847	21.28	20.84	23.699	21.859	22.423	22.423
10.13	51.6404	1140550	2765740	21.69	21.418	19.465	20.901	18.812	21.289	20.849	23.622	21.906	22.474	22.474
10.4189	51.6397	1160510	2767680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.7078	51.6383	1180490	2769620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.9967	51.6362	1200470	2771560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.8787	50.7303	19627.3	2667730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.60078	50.7688	39661.9	2669980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.32246	50.8066	59694.7	2672230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.04372	50.8437	79687.3	2674470	17.738	17.232	16.17	18.186	16.19	17.401	16.811	18.379	18.397	17.996	17.996
-4.76458	50.8801	99678.8	2676700	18.063	17.553	16.422	18.533	16.481	17.714	17.15	18.759	18.677	18.272	18.272
-4.48505	50.9159	119669	2678930	18.304	17.8	16.575	18.821	16.693	17.935	17.395	19.065	18.855	18.461	18.461
-4.20512	50.951	139659	2681160	18.477	17.968	16.681	19.009	16.826	18.119	17.604	19.278	19.005	18.589	18.589
-3.92482	50.9854	159647	2683380	18.458	17.932	16.58	18.983	16.749	18.136	17.655	19.297	18.993	18.511	18.511
-3.64413	51.0191	179634	2685590	18.426	17.884	16.437	18.956	16.648	18.145	17.698	19.311	18.941	18.412	18.412
-3.36308	51.0522	199621	2687800	18.748	18.162	16.682	19.228	16.912	18.497	18.071	19.665	19.272	18.688	18.688
-3.08166	51.0846	219606	2690010	19.158	18.536	16.944	19.635	17.232	18.93	18.53	20.143	19.539	19.025	19.025
-2.79988	51.1163	239591	2692210	19.463	18.79	17.155	19.892	17.477	19.262	18.824	20.472	19.758	19.293	19.293
-2.51775	51.1473	259575	2694410	19.767	19.106	17.191	20.342	17.614	19.556	19.145	20.869	19.873	19.475	19.475
-2.23528	51.1777	279559	2696600	20.015	19.288	17.294	20.566	17.759	19.804	19.188	21.051	20.03	19.668	19.668
-1.95247	51.2073	299541	2698780	20.215	19.408	17.369	20.74	17.871	20.001	19.156	21.178	20.155	19.827	19.827
-1.66934	51.2363	319523	2700970	20.338	19.422	17.404	20.831	17.939	20.127	19.066	21.256	20.231	19.938	19.938
-1.38587	51.2645	339504	2703140	20.535	19.466	17.548	20.987	18.109	20.334	19.074	21.458	20.401	20.16	20.16
-1.1021	51.2921	359485	2705310	20.688	19.51	17.718	21.102	18.277	20.52	19.144	21.715	20.578	20.39	20.39
-0.81801	51.319	379465	2707480	20.867	19.605	18.035	21.189	18.442	20.763	19.357	22.337	20.896	20.76	20.76
-0.533621	51.3452	399445	2709640	20.923	19.634	18.164	21.146	18.477	20.836	19.42	22.617	20.996	20.877	20.877
-0.248938	51.3707	419424	2711790	20.658	19.351	17.963	20.751	18.188	20.578	19.122	22.52	20.71	20.643	20.643
0.0360324	51.3956	439402	2713940	20.513	19.187	17.864	20.442	18.008	20.404	18.884	22.473	20.506	20.488	20.488
0.321283	51.4197	459380	2716090	20.686	19.335	18.074	20.424	18.136	20.499	18.93	22.605	20.608	20.622	20.622
0.606806	51.4431	479358	2718230	20.672	19.319	18.084	20.237	18.091	20.411	18.785	22.317	20.504	20.583	20.583
0.892594	51.4658	499335	2720360	20.611	19.275	18.05	19.971	18.023	20.262	18.57	21.839	20.313	20.493	20.493
1.17864	51.4879	519313	2722490	21.056	19.713	18.521	20.37	18.331	20.411	18.99	22.022	20.697	20.888	20.888
1.46493	51.5092	539289	2724610	21.121	19.787	18.598	20.336	18.386	20.392	18.983	21.954	20.706	20.903	20.903
1.75147	51.5298	559266	2726730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.03824	51.5498	579242	2728840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.32524	51.569	599218	2730950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.61246	51.5875	619194	2733050	20.992	19.907	18.363	20.055	18.137	20.691	19.878	22.055	21.053	21.629	21.629
2.89989	51.6053	639170	2735140	21.034	19.951	18.572	20.406	18.242	20.921	20.073	22.306	21.185	21.681	21.681
3.18752	51.6224	659145	2737230	21.058	19.996	18.784	20.721	18.375	21.153	20.254	22.547	21.321	21.735	21.735
3.47535	51.6388	679120	2739320	20.895	19.979	18.928	21.074	18.421	21.344	20.344	22.642	21.425	21.761	21.761
3.76336	51.6545	699096	2741400	20.56	19.815	18.7	20.929	18.215	21.15	20.081	22.269	21.276	21.651	21.651
4.05156	51.6695	719071	2743470	20.522	19.962	18.543	20.75	18.099	20.921	19.91	22.043	21.284	21.731	21.731
4.33992	51.6838	739046	2745540	20.851	20.38	18.86	21.067	18.382	21.156	20.233	22.505	21.588	22.009	22.009
4.62845	51.6974	759021	2747600	21.185	20.807	19.176	21.404	18.666	21.421	20.569	22.999	21.86	22.284	22.284
4.91714	51.7103	778997	2749660	21.022	20.782	19.055	21.305	18.596	21.267	20.506	22.89	21.646	22.031	22.031
5.20597	51.7224	798972	2751710	21.4	21.142	19.311	21.672	18.834	21.615	20.888	23.403	21.936	22.346	22.346
5.49494	51.7339	818948	2753760	21.715	21.341	19.454	21.941	18.987	21.846	21.17	23.778	22.22	22.672	22.672
5.78404	51.7446	838925	2755800	22.081	21.519	19.599	22.172	19.117	22.064	21.404	24.105	22.618	23.167	23.167
6.07326	51.7546	858901	2757840	22.318	21.695	19.715	22.34	19.233	22.174	21.526	24.226	22.884	23.519	23.519
6.36259	51.764	878878	2759860	22.246	21.892	19.877	22.435	19.262	22.15	21.616	24.276	22.866	23.451	23.451
6.65204	51.7726	898856	2761890	22.099	21.815	19.845	22.298	19.215	22.062	21.565	24.238	22.724	23.281	23.281
6.94157	51.7805	918833	2763910	22.102	21.721	19.815	22.142	19.273	22.062	21.551	24.224	22.713	23.313	23.313
7.2312	51.7876	938811	2765920	22.143	21.666	19.77	21.995	19.319	22.056	21.482	24.147	22.724	23.352	23.352
7.52091	51.7941	958790	2767930	22.159	21.607	19.691	21.923	19.295	22.013	21.38	24.053	22.72	23.347	23.347
7.81069	51.7999	978768	2769930	22.33	21.752	19.702	21.752	19.241	21.918	21.248	24.059	22.774	23.494	23.494
8.10054	51.8049	998748	2771920	22.334	21.804	19.615	21.482	19.079	21.773	21.081	23.986	22.729	23.548	23.548
8.39044	51.8092	1018730	2773910	22.329	21.862	19.636	21.372	19.06	21.831	21.096	24.001	22.685	23.516	23.516
8.68038	51.8128	1038710	2775890	21.779	21.51	19.35	21.017	18.703	21.528	20.852	23.698	22.203	22.934	22.934
8.97037	51.8157	1058690	2777870	21.398	21.31	19.226	21.019	18.611	21.39	20.806	23.716	21.862	22.392	22.392
9.26038	51.8179	1078670	2779840	21.451	21.181	19.383	21.149	18.811	21.439	20.942	23.728	21.761	22.219	22.219
9.55042	51.8194	1098650	2781810	21.096	20.921	19.101	20.722	18.47	20.959	20.503	23.337	21.402	21.882	21.882
9.84047	51.8201	1118630	2783770	21.621	21.601	19.768	21.071	18.96	21.459	20.979	23.851	21.915	22.454	22.454
10.1305	51.8201	1138600	2785720	21.595	21.458	19.552	21	18.904	21.37	20.91	23.775	21.887	22.439	22.439
10.4206	51.8195	1158560	2787660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.7106	51.8181	1178550	2789600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11.0006	51.816	1198530	2791540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.93966	50.9052	17386.8	2687580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.66064	50.9439	37416.2	2689830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.3813	50.9818	57452.1	2692090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.10172	51.0191	77459.3	2694330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.82158	51.0557	97454.9	2696570	18.304	17.8	16.575	18.821	16.693	17.935	17.395	19.065	18.855	18.461	18.461
-4.54104	51.0916	117450	2698800	18.527	18.026	16.717	19.082	16.875	18.161	17.645	19.338	19.026	18.635	18.635
-4.26011	51.1268	137443	2701030	18.8	18.311	16.895	19.414	17.107	18.427	17.938	19.671	19.217	18.855	18.855
-3.97878	51.1614	157436	2703250	18.414	17.919	16.469	19.026	16.693	18.078	17.605	19.295	18.851	18.44	18.44
-3.69707	51.1953	177428	2705470	18.256	17.75	16.198	18.879	16.46	17.966	17.534	19.175	18.658	18.214	18.214
-3.41499	51.2285	197419	2707690	18.533	17.984	16.398	19.104	16.676	18.277	17.872	19.486	18.937	18.445	18.445
-3.13254	51.261	217409	2709900	19.421	18.825	17.135	19.976	17.458	19.175	18.82	20.453	19.717	19.258	19.258
-2.84973	51.2929	237398	2712100	19.854	19.232	17.401	20.438	17.78	19.623	19.301	20.963	20.028	19.616	19.616
-2.56656	51.324	257387	2714300	19.767	19.106	17.191	20.342	17.614	19.556	19.145	20.869	19.873	19.475	19.475
-2.28304	51.3545	277375	2716490	20.015	19.288	17.294	20.566	17.759	19.804	19.188	21.051	20.03	19.668	19.668
-1.99918	51.3843	297362	2718680	20.215	19.408	17.369	20.74	17.871	20.001	19.156	21.178	20.155	19.827	19.827
-1.71498	51.4134	317348	2720870	20.338	19.422	17.404	20.831	17.939	20.127	19.066	21.256	20.231	19.938	19.938
-1.43046	51.4418	337334	2723050	21.08	19.91	17.94	21.645	18.401	20.751	19.405	21.92	20.624	20.594	20.594
-1.14561	51.4695	357320	2725220	21.262	19.953	18.204	21.841	18.624	20.974	19.577	22.267	20.896	20.922	20.922
-0.860456	51.4965	377305	2727390	21.068	19.794	18.151	21.651	18.545	20.885	19.513	22.296	20.889	20.895	20.895
-0.574992	51.5228	397289	2729550	20.99	19.72	18.181	21.509	18.506	20.865	19.53	22.447	20.933	20.929	20.929
-0.289229	51.5485	417273	2731710	21.061	19.76	18.321	21.464	18.56	20.948	19.646	22.709	21.039	21.054	21.054
-0.00317435	51.5734	437257	2733860	21.023	19.62	18.382	21.041	18.419	20.86	19.497	22.774	20.868	20.996	20.996
0.283164	51.5976	457240	2736010	21.003	19.587	18.399	20.791	18.364	20.761	19.31	22.627	20.764	20.915	20.915
0.569779	51.6211	477223	2738150	21.152	19.729	18.58	20.739	18.466	20.778	19.309	22.55	20.834	21.008	21.008
0.856663	51.644	497205	2740290	21.045	19.672	18.493	20.488	18.337	20.524	19.082	22.206	20.72	20.905	20.905
1.14381	51.6661	517188	2742420	21.056	19.713	18.521	20.37	18.331	20.411	18.99	22.022	20.697	20.888	20.888
1.43121	51.6875	537170	2744550	21.121	19.787	18.598	20.336	18.386	20.392	18.983	21.954	20.706	20.903	20.903
1.71885	51.7083	557152	2746670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.00673	51.7283	577133	2748780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.29485	51.7476	597114	2750890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.58318	51.7662	617096	2752990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.87173	51.7841	637077	2755090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.16049	51.8013	657057	2757180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.44944	51.8178	677038	2759270	20.56	19.815	18.7	20.929	18.215	21.15	20.081	22.269	21.276	21.651	21.651
3.73858	51.8335	697018	2761350	20.478	19.876	18.545	20.744	18.096	20.927	19.912	22.042	21.232	21.65	21.65
4.02791	51.8486	716999	2763430	20.352	19.85	18.393	20.552	17.974	20.71	19.744	21.815	21.138	21.569	21.569
4.31741	51.8629	736980	2765500	20.403	20.043	18.503	20.619	18.083	20.664	19.832	21.94	21.205	21.57	21.57
4.60708	51.8766	756961	2767560	20.711	20.415	18.801	20.972	18.354	20.95	20.156	22.406	21.448	21.82	21.82
4.8969	51.8895	776942	2769620	21.022	20.782	19.055	21.305	18.596	21.267	20.506	22.89	21.646	22.031	22.031
5.18687	51.9017	796923	2771680	21.4	21.142	19.311	21.672	18.834	21.615	20.888	23.403	21.936	22.346	22.346
5.47711	51.9133	816904	2773730	21.715	21.341	19.454	21.941	18.987	21.846	21.17	23.778	22.22	22.672	22.672
5.76746	51.924	836884	2775770	22.081	21.519	19.599	22.172	19.117	22.064	21.404	24.105	22.618	23.167	23.167
6.0578	51.9341	856864	2777800	22.27	21.689	19.715	22.322	19.22	22.156	21.514	24.206	22.838	23.452	23.452
6.34826	51.9435	876845	2779830	22.325	21.814	19.808	22.41	19.268	22.185	21.585	24.263	22.921	23.546	23.546
6.63883	51.9521	896826	2781860	22.252	21.854	19.851	22.396	19.262	22.148	21.598	24.267	22.868	23.467	23.467
6.92949	51.96	916809	2783880	22.149	21.809	19.846	22.291	19.25	22.091	21.577	24.246	22.768	23.348	23.348
7.22026	51.9673	936791	2785890	22.088	21.622	19.73	22.004	19.227	21.957	21.381	24.1	22.649	23.254	23.254
7.5111	51.9737	956774	2787900	21.947	21.493	19.644	21.954	19.02	21.698	21.109	23.975	22.439	23.005	23.005
7.80202	51.9795	976758	2789900	22.13	21.791	19.691	21.88	19.103	21.853	21.205	24.085	22.724	23.398	23.398
8.09301	51.9846	996742	2791900	22.311	22.218	19.818	21.884	19.21	22.073	21.341	24.269	23.004	23.761	23.761
8.38406	51.9889	1016730	2793890	22.427	22.362	19.922	21.835	19.338	22.224	21.438	24.421	23.044	23.788	23.788
8.67515	51.9925	1036710	2795870	21.849	21.852	19.551	21.364	18.907	21.793	21.115	24.108	22.445	23.068	23.068
8.96629	51.9955	1056700	2797850	21.398	21.31	19.226	21.019	18.611	21.39	20.806	23.716	21.862	22.392	22.392
9.25746	51.9976	1076680	2799820	21.451	21.181	19.383	21.149	18.811	21.439	20.942	23.728	21.761	22.219	22.219
9.54865	51.9991	1096670	2801790	21.096	20.921	19.101	20.722	18.47	20.959	20.503	23.337	21.402	21.882	21.882
9.83986	51.9999	1116660	2803750	21.621	21.601	19.768	21.071	18.96	21.459	20.979	23.851	21.915	22.454	22.454
10.1311	51.9999	1136640	2805700	21.621	21.601	19.768	21.071	18.96	21.459	20.979	23.851	21.915	22.454	22.454
10.4223	51.9992	1156620	2807640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.7135	51.9978	1176610	2809590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11.0046	51.9957	1196600	2811530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-6.00119	51.08	15136.6	2707430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.72116	51.1188	35150.9	2709680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.44087	51.157	55191.2	2711940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.16026	51.1944	75222	2714190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-4.87912	51.2312	95222	2716430	18.304	17.8	16.575	18.821	16.693	17.935	17.395	19.065	18.855	18.461	18.461
-4.59756	51.2672	115221	2718670	18.527	18.026	16.717	19.082	16.875	18.161	17.645	19.338	19.026	18.635	18.635
-4.31561	51.3026	135219	2720900	18.8	18.311	16.895	19.414	17.107	18.427	17.938	19.671	19.217	18.855	18.855
-4.03326	51.3374	155216	2723130	18.936	18.552	16.826	19.859	17.196	18.6	18.085	19.847	19.082	18.905	18.905
-3.75052	51.3714	175213	2725350	18.605	18.205	16.41	19.518	16.795	18.339	17.867	19.527	18.778	18.52	18.52
-3.4674	51.4048	195208	2727570	18.605	18.188	16.33	19.515	16.727	18.38	17.939	19.555	18.777	18.473	18.473
-3.18391	51.4374	215203	2729790	18.995	18.547	16.609	19.894	17.021	18.792	18.384	19.999	19.147	18.807	18.807
-2.90005	51.4694	235197	2731990	19.782	19.25	17.267	20.574	17.683	19.565	19.224	20.882	19.89	19.524	19.524
-2.61583	51.5007	255190	2734200	20.021	19.431	17.379	20.762	17.815	19.799	19.406	21.13	20.064	19.7	19.7
-2.33125	51.5313	275183	2736400	20.274	19.629	17.474	20.997	17.94	20.045	19.431	21.3	20.201	19.884	19.884
-2.04633	51.5612	295175	2738590	20.496	19.77	17.539	21.183	18.028	20.24	19.353	21.405	20.267	20.036	20.036
-1.76107	51.5905	315167	2740780	20.764	19.872	17.667	21.394	18.161	20.467	19.307	21.581	20.372	20.249	20.249
-1.47547	51.619	335157	2742960	21.08	19.91	17.94	21.645	18.401	20.751	19.405	21.92	20.624	20.594	20.594
-1.18955	51.6468	355148	2745140	21.262	19.953	18.204	21.841	18.624	20.974	19.577	22.267	20.896	20.922	20.922
-0.903312	51.674	375138	2747310	21.068	19.794	18.151	21.651	18.545	20.885	19.513	22.296	20.889	20.895	20.895
-0.616762	51.7004	395127	2749470	20.96	19.81	18.273	21.723	18.53	20.879	19.708	22.465	20.924	21.069	21.069
-0.32991	51.7261	415116	2751640	20.947	19.699	18.278	21.524	18.448	20.831	19.708	22.611	20.902	21.054	21.054
-0.0427613	51.7512	435105	2753790	21.074	19.736	18.417	21.488	18.496	20.913	19.838	22.836	21.004	21.17	21.17
0.244675	51.7755	455093	2755940	21.07	19.643	18.438	21.268	18.41	20.886	19.753	22.784	20.914	21.126	21.126
0.532393	51.7992	475081	2758090	21.103	19.613	18.508	21.051	18.36	20.868	19.596	22.572	20.793	21.105	21.105
0.820383	51.8221	495069	2760230	21.371	20.004	18.835	20.838	18.528	20.599	19.423	22.34	21.062	21.253	21.253
1.10864	51.8443	515057	2762360	21.376	20.084	18.864	20.697	18.528	20.453	19.328	22.244	21.062	21.232	21.232
1.39715	51.8658	535044	2764490	21.376	20.084	18.864	20.697	18.528	20.453	19.328	22.244	21.062	21.232	21.232
1.68591	51.8867	555032	2766610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.97509	51.9068	575018	2768730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.26447	51.9262	595001	2770840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.55386	51.9449	614983	2772940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.84347	51.9628	634965	2775040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.1333	51.9801	654948	2777140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.42333	51.9967	674931	2779230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.71357	52.0125	694915	2781310	20.352	19.85	18.393	20.552	17.974	20.71	19.744	21.815	21.138	21.569	21.569
4.00403	52.0276	714901	2783390	20.378	19.946	18.448	20.586	18.029	20.687	19.788	21.878	21.171	21.569	21.569
4.29468	52.0421	734888	2785460	20.489	20.103	18.566	20.714	18.137	20.775	19.911	22.054	21.263	21.653	21.653
4.58549	52.0558	754875	2787530	20.712	20.413	18.786	20.965	18.344	20.96	20.164	22.412	21.433	21.807	21.807
4.87646	52.0688	774863	2789590	21.045	20.78	19.056	21.316	18.595	21.277	20.517	22.899	21.677	22.066	22.066
5.16759	52.081	794850	2791640	21.379	21.088	19.273	21.639	18.806	21.576	20.855	23.357	21.934	22.35	22.35
5.45898	52.0926	814837	2793690	21.732	21.334	19.454	21.929	18.979	21.842	21.154	23.762	22.258	22.729	22.729
5.75049	52.1035	834823	2795740	22.038	21.518	19.589	22.151	19.113	22.028	21.367	24.036	22.574	23.119	23.119
6.04199	52.1136	854810	2797780	22.27	21.689	19.715	22.322	19.22	22.156	21.514	24.206	22.838	23.452	23.452
6.3336	52.123	874797	2799810	22.325	21.814	19.808	22.41	19.268	22.185	21.585	24.263	22.921	23.546	23.546
6.62533	52.1316	894785	2801830	22.252	21.854	19.851	22.396	19.262	22.148	21.598	24.267	22.868	23.467	23.467
6.91716	52.1396	914773	2803850	22.149	21.809	19.846	22.291	19.25	22.091	21.577	24.246	22.768	23.348	23.348
7.20909	52.1469	934761	2805870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7.5011	52.1534	954751	2807880	21.947	21.493	19.644	21.954	19.02	21.698	21.109	23.975	22.439	23.005	23.005
7.79319	52.1592	974740	2809880	22.129	21.834	19.718	21.906	19.111	21.875	21.218	24.11	22.722	23.388	23.388
8.08535	52.1643	994730	2811870	22.289	22.124	19.81	21.866	19.217	22.05	21.328	24.259	22.924	23.649	23.649
8.37756	52.1686	1014720	2813860	22.196	22.144	19.763	21.694	19.152	22.03	21.298	24.266	22.831	23.539	23.539
8.66983	52.1723	1034710	2815850	21.891	21.841	19.566	21.406	18.952	21.802	21.119	24.082	22.45	23.083	23.083
8.96213	52.1752	1054700	2817830	21.566	21.448	19.387	21.177	18.777	21.54	20.954	23.851	22.023	22.56	22.56
9.25447	52.1774	1074700	2819800	21.315	21.137	19.237	20.963	18.631	21.262	20.75	23.594	21.675	22.164	22.164
9.54684	52.1789	1094690	2821770	21.389	21.234	19.418	20.98	18.747	21.285	20.808	23.639	21.693	22.185	22.185
9.83922	52.1796	1114680	2823730	21.358	21.261	19.435	20.896	18.715	21.209	20.741	23.594	21.658	22.168	22.168
10.1316	52.1796	1134680	2825690	21.621	21.601	19.768	21.071	18.96	21.459	20.979	23.851	21.915	22.454	22.454
10.424	52.179	1154670	2827640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.7163	52.1776	1174670	2829580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11.0087	52.1754	1194660	2831520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-6.06331	51.2548	12876.7	2727280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.78242	51.2938	32885.3	2729540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-5.5011	51.3321	52931.2	2731800	18.682	18.37	16.795	19.699	17.184	18.012	17.259	19.422	18.566	18.825	18.825
-5.21936	51.3697	72975.5	2734060	18.814	18.486	16.914	19.793	17.284	18.191	17.48	19.648	18.757	18.942	18.942
-4.9372	51.4066	92980	2736300	18.679	18.357	16.756	19.677	17.136	18.112	17.413	19.512	18.652	18.787	18.787
-4.65462	51.4428	112984	2738540	18.73	18.36	16.776	19.629	17.114	18.281	17.67	19.603	18.863	18.796	18.796
-4.37164	51.4784	132986	2740780	18.692	18.295	16.682	19.55	17.012	18.322	17.772	19.566	18.901	18.713	18.713
-4.08826	51.5133	152988	2743010	18.936	18.552	16.826	19.859	17.196	18.6	18.085	19.847	19.082	18.905	18.905
-3.80448	51.5475	172989	2745240	18.605	18.205	16.41	19.518	16.795	18.339	17.867	19.527	18.778	18.52	18.52
-3.52032	51.581	192989	2747460	18.605	18.188	16.33	19.515	16.727	18.38	17.939	19.555	18.777	18.473	18.473
-3.23577	51.6138	212989	2749680	18.58	18.175	16.217	19.56	16.641	18.416	17.945	19.535	18.769	18.415	18.415
-2.95085	51.6459	232988	2751890	19.501	19.047	17.002	20.461	17.434	19.334	18.873	20.523	19.646	19.27	19.27
-2.66557	51.6774	252986	2754100	20.001	19.493	17.368	20.936	17.809	19.829	19.305	21.04	20.086	19.709	19.709
-2.37993	51.7081	272984	2756300	20.369	19.798	17.594	21.27	18.042	20.179	19.497	21.362	20.345	20.015	20.015
-2.09394	51.7382	292981	2758500	20.462	19.815	17.566	21.352	18.017	20.272	19.332	21.367	20.292	20.069	20.069
-1.8076	51.7675	312977	2760690	20.682	19.856	17.663	21.502	18.107	20.46	19.255	21.503	20.316	20.251	20.251
-1.52092	51.7962	332973	2762870	21.076	20.004	18.066	21.873	18.461	20.853	19.487	21.943	20.653	20.729	20.729
-1.23391	51.8241	352969	2765050	21.266	20.162	18.409	22.169	18.762	21.124	19.799	22.346	20.986	21.159	21.159
