qd;quadrat;xl2e;yl2e;annee;nb_frenaie;volume17
0615-1724;CORSAVY                                                     ;615000;1724000;;1;215,596
0615-1740;PRADES                                                      ;615000;1740000;;0;3,44799
0615-1756;SAINT-PAUL-DE-FENOUILLET                                    ;615000;1756000;;0;6,71916
0615-1772;MOUTHOUMET                                                  ;615000;1772000;;0;46,877
0615-1788;LAGRASSE                                                    ;615000;1788000;;0;12,6418
0615-1804;CAPENDU                                                     ;615000;1804000;;0;102,003
0615-1820;FELINES-MINERVOIS                                           ;615000;1820000;;0;146,257
0615-1836;ANGLES                                                      ;615000;1836000;;0;201,978
0615-1852;BRASSAC                                                     ;615000;1852000;;2;1241,37
0615-1868;ALBAN                                                       ;615000;1868000;;1;632,521
0615-1884;CURVALLE                                                    ;615000;1884000;;2;815,114
0615-1900;REQUISTA                                                    ;615000;1900000;;0;68,0301
0615-1916;BARAQUEVILLE                                                ;615000;1916000;;0;217,866
0615-1932;RODEZ                                                       ;615000;1932000;;0;88,8258
0615-1948;MARCILLAC-VALLON                                            ;615000;1948000;;0;105,854
0615-1964;ENTRAYGUES-SUR-TRUYERE                                      ;615000;1964000;;0;203,97
0615-1980;ARPAJON-SUR-CERE                                            ;615000;1980000;;0;22,6152
0615-1996;AURILLAC                                                    ;615000;1996000;;0;664,823
0615-2012;SALERS                                                      ;615000;2012000;2016;0;526,734
0615-2028;TRIZAC                                                      ;615000;2028000;;0;601,913
0615-2044;CHAMPS-SUR-TARENTAINE-MARCHAL                               ;615000;2044000;2017;0;155,203
0615-2060;TAUVES                                                      ;615000;2060000;2015;0;78,4401
0615-2076;BOURG-LASTIC                                                ;615000;2076000;2015;0;9,19497
0615-2092;HERMENT                                                     ;615000;2092000;;0;73,5198
0615-2108;AUZANCES                                                    ;615000;2108000;2015;0;40,1619
0615-2124;EVAUX-LES-BAINS                                             ;615000;2124000;2015;0;132,149
0615-2140;BUDELIERE                                                   ;615000;2140000;2015;0;270,443
0615-2156;MONTLUCON                                                   ;615000;2156000;2015;0;323,273
0615-2172;SAULZAIS-LE-POTIER                                          ;615000;2172000;2015;0;43,7067
0615-2188;SAINT-AMAND-MONTROND                                        ;615000;2188000;2016;0;0
0615-2204;DUN-SUR-AURON                                               ;615000;2204000;2016;0;14,8532
0615-2220;SAINT-DENIS-DE-PALIN                                        ;615000;2220000;;0;61,5436
0615-2236;LES AIX-D'ANGILLON                                          ;615000;2236000;2014;0;0
0615-2252;HENRICHEMONT                                                ;615000;2252000;2014;0;98,8749
0615-2268;LA CHAPELLE-D'ANGILLON                                      ;615000;2268000;2014;0;16,8659
0615-2284;ARGENT-SUR-SAULDRE                                          ;615000;2284000;2014;0;262,629
0615-2300;POILLY-LEZ-GIEN                                             ;615000;2300000;2015;0;0
0615-2316;LORRIS                                                      ;615000;2316000;;0;0
0615-2332;CHAILLY-EN-GATINAIS                                         ;615000;2332000;2014;0;0
0615-2348;SCEAUX-DU-GATINAIS                                          ;615000;2348000;2015;0;14,0658
0615-2364;LA CHAPELLE-LA-REINE                                        ;615000;2364000;2014;0;0
0615-2380;MILLY-LA-FORET                                              ;615000;2380000;2014;1;298,279
0615-2396;EVRY                                                        ;615000;2396000;2013;0;501,823
0615-2412;BRIE-COMTE-ROBERT                                           ;615000;2412000;;0;485,259
0615-2428;CRETEIL                                                     ;615000;2428000;2012;0;48,435
0615-2444;MITRY-MORY                                                  ;615000;2444000;;0;0
0615-2460;SENLIS                                                      ;615000;2460000;2012;0;173,03
0615-2476;PONT-SAINTE-MAXENCE                                         ;615000;2476000;;1;539,793
0615-2492;ESTREES-SAINT-DENIS                                         ;615000;2492000;;0;135,955
0615-2508;MAIGNELAY-MONTIGNY                                          ;615000;2508000;2012;0;2,03343
0615-2524;MONTDIDIER                                                  ;615000;2524000;2011;1;377,547
0615-2540;CORBIE                                                      ;615000;2540000;2011;1;660,195
0615-2556;ALBERT                                                      ;615000;2556000;2011;2;561,474
0615-2572;PAS-EN-ARTOIS                                               ;615000;2572000;2011;1;229,548
0615-2588;AVESNES-LE-COMTE                                            ;615000;2588000;2011;0;51,3561
0615-2604;BRUAY-LA-BUISSIERE                                          ;615000;2604000;2010;0;647,331
0615-2620;BETHUNE                                                     ;615000;2620000;2011;0;98,2688
0615-2636;HAZEBROUCK                                                  ;615000;2636000;2011;0;399,528
0615-2652;STEENVOORDE                                                 ;615000;2652000;2011;0;7,98769
0615-2668;HONDSCHOOTE                                                 ;615000;2668000;;0;0
0615-2684;BRAY-DUNES                                                  ;615000;2684000;;0;0
0631-1708;AMELIE-LES-BAINS-PALALDA                                    ;631000;1708000;;1;130,579
0631-1724;CERET                                                       ;631000;1724000;;0;83,589
0631-1740;THUIR                                                       ;631000;1740000;;0;0
0631-1756;LATOUR-DE-FRANCE                                            ;631000;1756000;;0;0
0631-1772;TUCHAN                                                      ;631000;1772000;;0;0,8842
0631-1788;FABREZAN                                                    ;631000;1788000;;0;5,53971
0631-1804;LEZIGNAN-CORBIERES                                          ;631000;1804000;;0;0
0631-1820;MINERVE                                                     ;631000;1820000;;1;205,099
0631-1836;SAINT-PONS-DE-THOMIERES                                     ;631000;1836000;;0;133,827
0631-1852;LACAUNE                                                     ;631000;1852000;;0;229,043
0631-1868;BELMONT-SUR-RANCE                                           ;631000;1868000;;2;229,973
0631-1884;SAINT-IZAIRE                                                ;631000;1884000;;1;268,077
0631-1900;SALLES-CURAN                                                ;631000;1900000;;0;50,115
0631-1916;PONT-DE-SALARS                                              ;631000;1916000;;0;81,5171
0631-1932;LAISSAC                                                     ;631000;1932000;;0;0
0631-1948;BOZOULS                                                     ;631000;1948000;;0;54,3664
0631-1964;SAINT-AMANS-DES-COTS                                        ;631000;1964000;;0;74,181
0631-1980;SAINTE-GENEVIEVE-SUR-ARGENCE                                ;631000;1980000;;0;333,598
0631-1996;BREZONS                                                     ;631000;1996000;2016;1;508,765
0631-2012;LAVEISSIERE                                                 ;631000;2012000;;0;46,2718
0631-2028;RIOM-ES-MONTAGNES                                           ;631000;2028000;;0;0
0631-2044;CONDAT                                                      ;631000;2044000;2015;0;112,634
0631-2060;LA TOUR-D'AUVERGNE                                          ;631000;2060000;2015;0;333,121
0631-2076;ROCHEFORT-MONTAGNE                                          ;631000;2076000;2015;0;94,378
0631-2092;PONTAUMUR                                                   ;631000;2092000;2014;0;67,7338
0631-2108;SAINT-GERVAIS-D'AUVERGNE                                    ;631000;2108000;2015;0;23,939
0631-2124;PIONSAT                                                     ;631000;2124000;2011;0;159,455
0631-2140;COMMENTRY                                                   ;631000;2140000;2015;0;0
0631-2156;VERNEIX                                                     ;631000;2156000;2015;0;0
0631-2172;HERISSON                                                    ;631000;2172000;2014;0;0
0631-2188;CERILLY                                                     ;631000;2188000;;0;0
0631-2204;NEUILLY-EN-DUN                                              ;631000;2204000;;0;60,4661
0631-2220;NERONDES                                                    ;631000;2220000;2014;0;0
0631-2236;BAUGY                                                       ;631000;2236000;;0;30,6457
0631-2252;SANCERRE                                                    ;631000;2252000;2014;0;296,272
0631-2268;VAILLY-SUR-SAULDRE                                          ;631000;2268000;2014;0;0
0631-2284;CHATILLON-SUR-LOIRE                                         ;631000;2284000;;2;627,386
0631-2300;GIEN                                                        ;631000;2300000;2015;0;449,017
0631-2316;NOGENT-SUR-VERNISSON                                        ;631000;2316000;2014;0;261,572
0631-2332;MONTARGIS                                                   ;631000;2332000;2014;0;302,996
0631-2348;CHATEAU-LANDON                                              ;631000;2348000;2013;0;181,995
0631-2364;NEMOURS                                                     ;631000;2364000;2012;0;700,741
0631-2380;FONTAINEBLEAU                                               ;631000;2380000;2012;0;237,515
0631-2396;MELUN                                                       ;631000;2396000;2012;1;274,665
0631-2412;TOURNAN-EN-BRIE                                             ;631000;2412000;2012;1;758,447
0631-2428;TORCY                                                       ;631000;2428000;2012;1;614,401
0631-2444;CLAYE-SOUILLY                                               ;631000;2444000;2012;0;251,243
0631-2460;NANTEUIL-LE-HAUDOUIN                                        ;631000;2460000;2011;0;65,4885
0631-2476;VERBERIE                                                    ;631000;2476000;2011;0;597,224
0631-2492;COMPIEGNE                                                   ;631000;2492000;2011;0;149,488
0631-2508;LASSIGNY                                                    ;631000;2508000;;0;445,733
0631-2524;ROYE                                                        ;631000;2524000;2012;0;203,818
0631-2540;ROSIERES-EN-SANTERRE                                        ;631000;2540000;;0;0
0631-2556;BRAY-SUR-SOMME                                              ;631000;2556000;2012;0;0
0631-2572;BAPAUME                                                     ;631000;2572000;;0;0
0631-2588;ARRAS                                                       ;631000;2588000;2010;0;0
0631-2604;LENS                                                        ;631000;2604000;2011;1;660,628
0631-2620;LAVENTIE                                                    ;631000;2620000;2011;0;77,1628
0631-2636;BAILLEUL                                                    ;631000;2636000;;0;0
0631-2652;BOESCHEPE                                                   ;631000;2652000;;0;0
0647-1708;MAUREILLAS-LAS-ILLAS                                        ;647000;1708000;;0;126,094
0647-1724;LE BOULOU                                                   ;647000;1724000;;0;20,863
0647-1740;PERPIGNAN                                                   ;647000;1740000;;0;70,9404
0647-1756;RIVESALTES                                                  ;647000;1756000;;0;0
0647-1772;ROQUEFORT-DES-CORBIERES                                     ;647000;1772000;;0;0
0647-1788;SIGEAN                                                      ;647000;1788000;;0;0
0647-1804;GINESTAS                                                    ;647000;1804000;;0;29,5149
0647-1820;SAINT-CHINIAN                                               ;647000;1820000;;0;0
0647-1836;OLARGUES                                                    ;647000;1836000;;0;26,9476
0647-1852;MURAT-SUR-VEBRE                                             ;647000;1852000;;0;62,0623
0647-1868;CAMARES                                                     ;647000;1868000;;0;264,652
0647-1884;SAINT-AFFRIQUE                                              ;647000;1884000;;0;170,678
0647-1900;SAINT-ROME-DE-TARN                                          ;647000;1900000;;0;233,001
0647-1916;VEZINS-DE-LEVEZOU                                           ;647000;1916000;;0;0
0647-1932;GAILLAC-D'AVEYRON                                           ;647000;1932000;;0;70,4769
0647-1948;SAINT-CHELY-D'AUBRAC                                        ;647000;1948000;;0;145,092
0647-1964;LAGUIOLE                                                    ;647000;1964000;;0;159,636
0647-1980;CHAUDES-AIGUES                                              ;647000;1980000;;0;74,2263
0647-1996;PIERREFORT                                                  ;647000;1996000;;0;0
0647-2012;MURAT                                                       ;647000;2012000;;0;0
0647-2028;ALLANCHE                                                    ;647000;2028000;2015;0;0
0647-2044;COMPAINS                                                    ;647000;2044000;2015;0;12,2585
0647-2060;BESSE-ET-SAINT-ANASTAISE                                    ;647000;2060000;2015;0;634,832
0647-2076;SAINT-GENES-CHAMPANELLE                                     ;647000;2076000;2015;1;632,188
0647-2092;PONTGIBAUD                                                  ;647000;2092000;2014;1;391,338
0647-2108;MANZAT                                                      ;647000;2108000;2011;0;87,3549
0647-2124;MENAT                                                       ;647000;2124000;2015;0;55,8516
0647-2140;MONTMARAULT                                                 ;647000;2140000;2013;0;0
0647-2156;BUXIERES-LES-MINES                                          ;647000;2156000;2015;0;0
0647-2172;BOURBON-L'ARCHAMBAULT                                       ;647000;2172000;2015;0;26,6054
0647-2188;LURCY-LEVIS                                                 ;647000;2188000;2015;0;64,7796
0647-2204;SANCOINS                                                    ;647000;2204000;2014;0;28,663
0647-2220;LA GUERCHE-SUR-L'AUBOIS                                     ;647000;2220000;2014;0;152,286
0647-2236;SANCERGUES                                                  ;647000;2236000;2015;0;1,3263
0647-2252;POUILLY-SUR-LOIRE                                           ;647000;2252000;2014;0;103,726
0647-2268;COSNE-COURS-SUR-LOIRE                                       ;647000;2268000;2013;0;2,29892
0647-2284;LAVAU                                                       ;647000;2284000;;0;259,601
0647-2300;BLENEAU                                                     ;647000;2300000;2014;0;139,111
0647-2316;CHATILLON-COLIGNY                                           ;647000;2316000;2014;1;140,344
0647-2332;COURTENAY                                                   ;647000;2332000;2014;0;5,21619
0647-2348;CHEROY                                                      ;647000;2348000;2014;0;44,5371
0647-2364;LORREZ-LE-BOCAGE-PREAUX                                     ;647000;2364000;2012;0;169,745
0647-2380;MONTEREAU-FAULT-YONNE                                       ;647000;2380000;2012;1;635,699
0647-2396;NANGIS                                                      ;647000;2396000;2012;1;486,036
0647-2412;ROZAY-EN-BRIE                                               ;647000;2412000;2011;1;1019,76
0647-2428;CRECY-LA-CHAPELLE                                           ;647000;2428000;2012;3;974,408
0647-2444;MEAUX                                                       ;647000;2444000;2012;1;401,097
0647-2460;BETZ                                                        ;647000;2460000;2011;0;96,4622
0647-2476;CREPY-EN-VALOIS                                             ;647000;2476000;;0;557,522
0647-2492;ATTICHY                                                     ;647000;2492000;;0;580,503
0647-2508;NOYON                                                       ;647000;2508000;2011;0;1209,29
0647-2524;GUISCARD                                                    ;647000;2524000;;0;175,858
0647-2540;MONCHY-LAGACHE                                              ;647000;2540000;;0;23,8883
0647-2556;PERONNE                                                     ;647000;2556000;2010;0;482,241
0647-2572;BERTINCOURT                                                 ;647000;2572000;2011;0;115,867
0647-2588;VITRY-EN-ARTOIS                                             ;647000;2588000;2011;0;263,851
0647-2604;DOUAI                                                       ;647000;2604000;2011;0;157,712
0647-2620;LILLE                                                       ;647000;2620000;2011;0;246,607
0647-2636;QUESNOY-SUR-DEULE                                           ;647000;2636000;;0;0
0647-2652;HALLUIN - OUEST                                             ;647000;2652000;;0;0
0663-1708;BANYULS-SUR-MER                                             ;663000;1708000;;0;0
0663-1724;ARGELES-SUR-MER                                             ;663000;1724000;;0;0
0663-1740;CANET-EN-ROUSSILLON                                         ;663000;1740000;;0;0
0663-1756;LE BARCARES                                                 ;663000;1756000;;0;0
0663-1772;PORT-LA-NOUVELLE                                            ;663000;1772000;;0;0
0663-1788;GRUISSAN                                                    ;663000;1788000;;0;0
0663-1804;NARBONNE                                                    ;663000;1804000;;0;0
0663-1820;CAPESTANG                                                   ;663000;1820000;;0;1,7748
0663-1836;MURVIEL-LES-BEZIERS                                         ;663000;1836000;;0;119,622
0663-1852;LUNAS                                                       ;663000;1852000;;0;51,2938
0663-1868;FONDAMENTE                                                  ;663000;1868000;;0;27,3082
0663-1884;CORNUS                                                      ;663000;1884000;;0;28,9158
0663-1900;MILLAU                                                      ;663000;1900000;;0;0
0663-1916;SEVERAC-LE-CHATEAU                                          ;663000;1916000;;0;8,18593
0663-1932;CAMPAGNAC                                                   ;663000;1932000;;0;21,2826
0663-1948;SAINT-GERMAIN-DU-TEIL                                       ;663000;1948000;;0;89,0677
0663-1964;NASBINALS                                                   ;663000;1964000;;0;0
0663-1980;FOURNELS                                                    ;663000;1980000;2016;0;0
0663-1996;SAINT-FLOUR                                                 ;663000;1996000;2016;0;47,8446
0663-2012;SAINT-PONCY                                                 ;663000;2012000;2015;1;116,859
0663-2028;MASSIAC                                                     ;663000;2028000;2015;0;379,72
0663-2044;ARDES                                                       ;663000;2044000;2015;0;107,499
0663-2060;ISSOIRE                                                     ;663000;2060000;2015;0;531,846
0663-2076;COURNON-D'AUVERGNE                                          ;663000;2076000;2014;0;275,143
0663-2092;CLERMONT-FERRAND                                            ;663000;2092000;;0;14,2673
0663-2108;COMBRONDE                                                   ;663000;2108000;;0;299,817
0663-2124;GANNAT                                                      ;663000;2124000;2014;0;140,708
0663-2140;CHANTELLE                                                   ;663000;2140000;2014;0;28,9934
0663-2156;LE MONTET                                                   ;663000;2156000;2015;0;157,223
0663-2172;SOUVIGNY                                                    ;663000;2172000;2014;0;327,227
0663-2188;CHANTENAY-SAINT-IMBERT                                      ;663000;2188000;2014;0;13,3979
0663-2204;SAINT-PIERRE-LE-MOUTIER                                     ;663000;2204000;2012;0;135,74
0663-2220;NEVERS                                                      ;663000;2220000;2014;0;165,587
0663-2236;POUGUES-LES-EAUX                                            ;663000;2236000;2014;0;120,858
0663-2252;CHATEAUNEUF-VAL-DE-BARGIS                                   ;663000;2252000;2014;0;0
0663-2268;DONZY                                                       ;663000;2268000;2014;0;0
0663-2284;SAINT-AMAND-EN-PUISAYE                                      ;663000;2284000;2014;0;233,529
0663-2300;SAINT-SAUVEUR-EN-PUISAYE                                    ;663000;2300000;2012;0;110,886
0663-2316;CHARNY                                                      ;663000;2316000;2012;0;454,993
0663-2332;SAINT-JULIEN-DU-SAULT                                       ;663000;2332000;2014;0;61,6696
0663-2348;PARON                                                       ;663000;2348000;2013;0;78,1935
0663-2364;PONT-SUR-YONNE                                              ;663000;2364000;2012;1;489,664
0663-2380;SERGINES                                                    ;663000;2380000;2012;2;528,061
0663-2396;PROVINS                                                     ;663000;2396000;2013;1;280,447
0663-2412;JOUY-LE-CHATEL                                              ;663000;2412000;2012;0;585,229
0663-2428;REBAIS                                                      ;663000;2428000;2012;0;469,179
0663-2444;CHARLY                                                      ;663000;2444000;2011;2;1640,29
0663-2460;NEUILLY-SAINT-FRONT                                         ;663000;2460000;2011;0;592,704
0663-2476;VILLERS-COTTERETS                                           ;663000;2476000;2011;0;462,81
0663-2492;VIC-SUR-AISNE                                               ;663000;2492000;;1;1062,57
0663-2508;CHAUNY                                                      ;663000;2508000;;0;610,382
0663-2524;TERGNIER                                                    ;663000;2524000;;1;453,427
0663-2540;SAINT-QUENTIN                                               ;663000;2540000;;0;197,691
0663-2556;LE CATELET                                                  ;663000;2556000;2011;0;0
0663-2572;CAMBRAI                                                     ;663000;2572000;2011;0;390,103
0663-2588;BOUCHAIN                                                    ;663000;2588000;2011;0;102,925
0663-2604;MARCHIENNES                                                 ;663000;2604000;2011;0;298,954
0663-2620;VILLENEUVE-D'ASCQ                                           ;663000;2620000;2011;0;0
0663-2636;TOURCOING                                                   ;663000;2636000;;0;0
0663-2652;HALLUIN - EST                                               ;663000;2652000;;0;0
0679-1804;SERIGNAN                                                    ;679000;1804000;;0;0
0679-1820;BEZIERS                                                     ;679000;1820000;;0;0
0679-1836;ROUJAN                                                      ;679000;1836000;;0;0
0679-1852;LODEVE                                                      ;679000;1852000;;0;19,4578
0679-1868;LE CAYLAR                                                   ;679000;1868000;;0;6,98439
0679-1884;NANT                                                        ;679000;1884000;;0;108,455
0679-1900;TREVES                                                      ;679000;1900000;;0;34,3016
0679-1916;HURES-LA-PARADE                                             ;679000;1916000;;0;0
0679-1932;LA CANOURGUE                                                ;679000;1932000;;0;8,76167
0679-1948;MARVEJOLS                                                   ;679000;1948000;;0;57,7584
0679-1964;AUMONT-AUBRAC                                               ;679000;1964000;;0;34,7171
0679-1980;SAINT-ALBAN-SUR-LIMAGNOLE                                   ;679000;1980000;;0;41,373
0679-1996;CLAVIERES                                                   ;679000;1996000;2014;0;37,4949
0679-2012;PINOLS                                                      ;679000;2012000;2015;0;36,0079
0679-2028;BRIOUDE                                                     ;679000;2028000;2015;1;99,8063
0679-2044;AUZON                                                       ;679000;2044000;2015;0;321,883
0679-2060;SAUXILLANGES                                                ;679000;2060000;2015;0;382,155
0679-2076;BILLOM                                                      ;679000;2076000;2014;1;830,436
0679-2092;LEZOUX                                                      ;679000;2092000;2013;0;98,6066
0679-2108;MARINGUES                                                   ;679000;2108000;2013;0;55,7085
0679-2124;VICHY                                                       ;679000;2124000;2011;0;0
0679-2140;SAINT-POURCAIN-SUR-SIOULE                                   ;679000;2140000;2013;0;0
0679-2156;NEUILLY-LE-REAL                                             ;679000;2156000;2011;0;27,8566
0679-2172;MOULINS                                                     ;679000;2172000;2013;0;157,581
0679-2188;DORNES                                                      ;679000;2188000;2014;0;0
0679-2204;DECIZE                                                      ;679000;2204000;;0;2,47548
0679-2220;SAINT-BENIN-D'AZY                                           ;679000;2220000;2014;0;148,486
0679-2236;PREMERY                                                     ;679000;2236000;2014;0;312,954
0679-2252;CHAMPLEMY                                                   ;679000;2252000;2014;0;0
0679-2268;VARZY                                                       ;679000;2268000;2014;0;0
0679-2284;ETAIS-LA-SAUVIN                                             ;679000;2284000;2013;0;0
0679-2300;TOUCY                                                       ;679000;2300000;2014;0;990,565
0679-2316;AILLANT-SUR-THOLON                                          ;679000;2316000;2014;0;404,739
0679-2332;JOIGNY                                                      ;679000;2332000;2014;0;70,4192
0679-2348;SENS                                                        ;679000;2348000;2014;0;132,955
0679-2364;THORIGNY-SUR-OREUSE                                         ;679000;2364000;2012;0;8,22213
0679-2380;PERCENEIGE                                                  ;679000;2380000;2012;0;858,172
0679-2396;NOGENT-SUR-SEINE                                            ;679000;2396000;2012;0;379,869
0679-2412;VILLIERS-SAINT-GEORGES                                      ;679000;2412000;2012;0;87,3863
0679-2428;LA FERTE-GAUCHER                                            ;679000;2428000;2012;0;594,425
0679-2444;CHATEAU-THIERRY                                             ;679000;2444000;;1;1815,54
0679-2460;FERE-EN-TARDENOIS                                           ;679000;2460000;2011;1;1116,53
0679-2476;OULCHY-LE-CHATEAU                                           ;679000;2476000;;0;740,055
0679-2492;SOISSONS                                                    ;679000;2492000;2011;0;1739,12
0679-2508;ANIZY-LE-CHATEAU                                            ;679000;2508000;2011;1;1653,8
0679-2524;LA FERE                                                     ;679000;2524000;2011;0;486,127
0679-2540;RIBEMONT                                                    ;679000;2540000;;0;168,462
0679-2556;BOHAIN-EN-VERMANDOIS                                        ;679000;2556000;2012;0;342,031
0679-2572;SOLESMES                                                    ;679000;2572000;;0;191,191
0679-2588;DENAIN                                                      ;679000;2588000;;0;0
0679-2604;VALENCIENNES                                                ;679000;2604000;2011;0;138,449
0679-2620;FLINES-LES-MORTAGNE                                         ;679000;2620000;;0;0
0695-1804;AGDE                                                        ;695000;1804000;;0;0
0695-1820;FLORENSAC                                                   ;695000;1820000;;0;19,008
0695-1836;MONTAGNAC                                                   ;695000;1836000;;0;0
0695-1852;GIGNAC                                                      ;695000;1852000;;0;8,57585
0695-1868;SAINT-MAURICE-NAVACELLES                                    ;695000;1868000;;0;3,5475
0695-1884;ALZON                                                       ;695000;1884000;;0;0,70736
0695-1900;MEYRUEIS                                                    ;695000;1900000;;0;66,2076
0695-1916;VEBRON                                                      ;695000;1916000;;0;62,198
0695-1932;FLORAC                                                      ;695000;1932000;;0;0
0695-1948;MENDE                                                       ;695000;1948000;;0;1,59138
0695-1964;SAINT-AMANS                                                 ;695000;1964000;;0;0
0695-1980;CHANALEILLES                                                ;695000;1980000;;0;0
0695-1996;SAUGUES                                                     ;695000;1996000;;0;43,4238
0695-2012;LANGEAC                                                     ;695000;2012000;2015;0;222,786
0695-2028;PAULHAGUET                                                  ;695000;2028000;2015;0;393,721
0695-2044;SAINT-GERMAIN-L'HERM                                        ;695000;2044000;2014;0;527,434
0695-2060;SAINT-AMANT-ROCHE-SAVINE                                    ;695000;2060000;2014;0;14,5766
0695-2076;CUNLHAT                                                     ;695000;2076000;2014;0;257,079
0695-2092;THIERS                                                      ;695000;2092000;2014;0;585,542
0695-2108;CHATELDON                                                   ;695000;2108000;2012;0;422,034
0695-2124;CUSSET                                                      ;695000;2124000;2013;0;351,599
0695-2140;LAPALISSE                                                   ;695000;2140000;2013;0;6,01188
0695-2156;JALIGNY-SUR-BESBRE                                          ;695000;2156000;2013;0;25,0985
0695-2172;CHEVAGNES                                                   ;695000;2172000;2013;0;201,395
0695-2188;LUCENAY-LES-AIX                                             ;695000;2188000;2014;0;206,692
0695-2204;CERCY-LA-TOUR                                               ;695000;2204000;2014;0;0
0695-2220;MONTIGNY-SUR-CANNE                                          ;695000;2220000;2014;0;28,3877
0695-2236;SAINT-SAULGE                                                ;695000;2236000;2014;0;0
0695-2252;CORBIGNY                                                    ;695000;2252000;2014;0;91,842
0695-2268;CLAMECY                                                     ;695000;2268000;2012;0;27,3043
0695-2284;COURSON-LES-CARRIERES                                       ;695000;2284000;;0;19,6057
0695-2300;COULANGES-LA-VINEUSE                                        ;695000;2300000;;1;235,423
0695-2316;AUXERRE                                                     ;695000;2316000;2012;0;234,754
0695-2332;BRIENON-SUR-ARMANCON                                        ;695000;2332000;2013;0;273,468
0695-2348;VENIZY                                                      ;695000;2348000;;0;166,922
0695-2364;MARCILLY-LE-HAYER                                           ;695000;2364000;;0;199,405
0695-2380;AVANT-LES-MARCILLY                                          ;695000;2380000;2012;0;41,8969
0695-2396;VILLENAUXE-LA-GRANDE                                        ;695000;2396000;2012;0;434,786
0695-2412;ESTERNAY                                                    ;695000;2412000;2012;1;566,932
0695-2428;LE GAULT-SOIGNY                                             ;695000;2428000;;1;588,912
0695-2444;CONDE-EN-BRIE                                               ;695000;2444000;2014;4;938,412
0695-2460;DORMANS                                                     ;695000;2460000;2011;1;1268,65
0695-2476;FISMES                                                      ;695000;2476000;;0;205,924
0695-2492;CHERMIZY-AILLES                                             ;695000;2492000;2011;2;1674,16
0695-2508;LAON                                                        ;695000;2508000;;0;403,412
0695-2524;CRECY-SUR-SERRE                                             ;695000;2524000;;0;167,057
0695-2540;GUISE                                                       ;695000;2540000;2012;0;131,133
0695-2556;WASSIGNY                                                    ;695000;2556000;2012;0;280,707
0695-2572;LANDRECIES                                                  ;695000;2572000;2011;0;57,8892
0695-2588;LE QUESNOY                                                  ;695000;2588000;2010;1;172,76
0695-2604;CONDE-SUR-L'ESCAUT                                          ;695000;2604000;;0;84,0594
0695-2620;VIEUX-CONDE                                                 ;695000;2620000;;0;0
0711-1820;SETE                                                        ;711000;1820000;;0;0
0711-1836;FRONTIGNAN                                                  ;711000;1836000;;0;0
0711-1852;LES MATELLES                                                ;711000;1852000;;0;1,50297
0711-1868;SAINT-MARTIN-DE-LONDRES                                     ;711000;1868000;;0;0,4421
0711-1884;LE VIGAN                                                    ;711000;1884000;;0;8,9284
0711-1900;SAINT-ANDRE-DE-VALBORGNE                                    ;711000;1900000;;0;20,3297
0711-1916;BARRE-DES-CEVENNES                                          ;711000;1916000;;0;67,8964
0711-1932;LE PONT-DE-MONTVERT                                         ;711000;1932000;;0;0
0711-1948;LE BLEYMARD                                                 ;711000;1948000;;0;115,703
0711-1964;CHATEAUNEUF-DE-RANDON                                       ;711000;1964000;;0;0
0711-1980;GRANDRIEU                                                   ;711000;1980000;2016;0;111,172
0711-1996;CAYRES                                                      ;711000;1996000;2015;0;116,981
0711-2012;SAINT-PAULIEN                                               ;711000;2012000;2015;0;21,8953
0711-2028;ALLEGRE                                                     ;711000;2028000;2015;0;70,7622
0711-2044;ARLANC                                                      ;711000;2044000;2014;0;196,933
0711-2060;AMBERT                                                      ;711000;2060000;2014;0;292,612
0711-2076;JOB                                                         ;711000;2076000;2014;1;406,104
0711-2092;NOIRETABLE                                                  ;711000;2092000;2014;0;376,879
0711-2108;SAINT-JUST-EN-CHEVALET                                      ;711000;2108000;2014;0;93,9193
0711-2124;ARFEUILLES                                                  ;711000;2124000;2012;0;667,914
0711-2140;SAINT-MARTIN-D'ESTREAUX                                     ;711000;2140000;2013;0;0
0711-2156;LE DONJON                                                   ;711000;2156000;2013;0;0
0711-2172;CHALMOUX                                                    ;711000;2172000;2013;0;0
0711-2188;BOURBON-LANCY                                               ;711000;2188000;2013;0;0
0711-2204;FOURS                                                       ;711000;2204000;2014;0;64,2299
0711-2220;MOULINS-ENGILBERT                                           ;711000;2220000;2014;0;0
0711-2236;AUNAY-EN-BAZOIS                                             ;711000;2236000;2014;0;202,394
0711-2252;LORMES                                                      ;711000;2252000;;1;228,018
0711-2268;VEZELAY                                                     ;711000;2268000;2014;0;41,0754
0711-2284;AVALLON                                                     ;711000;2284000;;0;458,912
0711-2300;VERMENTON                                                   ;711000;2300000;;0;14,1837
0711-2316;CHABLIS                                                     ;711000;2316000;;0;127,919
0711-2332;FLOGNY-LA-CHAPELLE                                          ;711000;2332000;;0;161,299
0711-2348;ERVY-LE-CHATEL                                              ;711000;2348000;2012;0;163,106
0711-2364;ESTISSAC                                                    ;711000;2364000;2012;0;399,565
0711-2380;PRUNAY-BELLEVILLE                                           ;711000;2380000;2012;1;126,784
0711-2396;MERY-SUR-SEINE                                              ;711000;2396000;2012;0;798,246
0711-2412;CONNANTRE                                                   ;711000;2412000;;1;26,8184
0711-2428;VERT-TOULON                                                 ;711000;2428000;;0;107,179
