qd;quadrat;xl2e;yl2e;annee;nb_frenaie;volume17
0775-2524;VILLERS-SEMEUSE                                             ;775000;2524000;2011;0;735,021
0775-2540;CHARLEVILLE-MEZIERES                                        ;775000;2540000;2011;0;129,128
0775-2556;REVIN                                                       ;775000;2556000;2011;0;0
0775-2572;GIVET                                                       ;775000;2572000;2013;0;33,9199
0791-1820;ARLES - LITTORAL                                            ;791000;1820000;;0;43,6553
0791-1836;ARLES                                                       ;791000;1836000;;0;0
0791-1852;FONTVIEILLE                                                 ;791000;1852000;;0;0
0791-1868;TARASCON                                                    ;791000;1868000;;1;38,3755
0791-1884;ARAMON                                                      ;791000;1884000;;0;71,207
0791-1900;ORANGE                                                      ;791000;1900000;;0;19,5393
0791-1916;BOLLENE                                                     ;791000;1916000;;0;136,655
0791-1932;PIERRELATTE                                                 ;791000;1932000;;0;206,721
0791-1948;MONTELIMAR                                                  ;791000;1948000;;0;0
0791-1964;ROCHEMAURE                                                  ;791000;1964000;;0;93,4152
0791-1980;LORIOL-SUR-DROME                                            ;791000;1980000;;1;18,92
0791-1996;SAINT-PERAY                                                 ;791000;1996000;2017;1;463,149
0791-2012;TOURNON-SUR-RHONE                                           ;791000;2012000;;0;133,667
0791-2028;SAINT-VALLIER                                               ;791000;2028000;;0;297,907
0791-2044;ROUSSILLON                                                  ;791000;2044000;2015;0;182,188
0791-2060;VIENNE                                                      ;791000;2060000;2015;0;139,916
0791-2076;SAINT-GENIS-LAVAL                                           ;791000;2076000;;0;387,153
0791-2092;LYON                                                        ;791000;2092000;;1;78,116
0791-2108;VILLEFRANCHE-SUR-SAONE                                      ;791000;2108000;2014;0;76,4652
0791-2124;SAINT-TRIVIER-SUR-MOIGNANS                                  ;791000;2124000;;0;0
0791-2140;LA CHAPELLE-DE-GUINCHAY                                     ;791000;2140000;;0;0
0791-2156;MACON                                                       ;791000;2156000;2011;0;14,4115
0791-2172;TOURNUS                                                     ;791000;2172000;;0;0
0791-2188;SENNECEY-LE-GRAND                                           ;791000;2188000;;0;1,25846
0791-2204;CHALON-SUR-SAONE                                            ;791000;2204000;2011;0;0
0791-2220;CHAGNY                                                      ;791000;2220000;2014;0;0
0791-2236;BEAUNE                                                      ;791000;2236000;2011;0;80,88
0791-2252;FLEUREY-SUR-OUCHE                                           ;791000;2252000;2011;0;266,234
0791-2268;SAINT-SEINE-L'ABBAYE                                        ;791000;2268000;2010;0;882,997
0791-2284;LAMARGELLE                                                  ;791000;2284000;;0;207,104
0791-2300;MINOT                                                       ;791000;2300000;;0;226,827
0791-2316;RECEY-SUR-OURCE                                             ;791000;2316000;2011;0;110,712
0791-2332;LATRECEY-ORMOY-SUR-AUBE                                     ;791000;2332000;2011;0;2,03343
0791-2348;CHATEAUVILLAIN                                              ;791000;2348000;2010;0;0
0791-2364;JUZENNECOURT                                                ;791000;2364000;2011;0;260,479
0791-2380;DOULEVANT-LE-CHATEAU                                        ;791000;2380000;2011;0;117,508
0791-2396;ECLARON-BRAUCOURT-SAINTE-LIVIERE                            ;791000;2396000;2011;0;672,367
0791-2412;SAINT-DIZIER                                                ;791000;2412000;2011;0;323,99
0791-2428;REVIGNY-SUR-ORNAIN                                          ;791000;2428000;2011;0;277,77
0791-2444;GIVRY-EN-ARGONNE                                            ;791000;2444000;2012;0;465,448
0791-2460;SAINTE-MENEHOULD                                            ;791000;2460000;2011;0;826,141
0791-2476;VARENNES-EN-ARGONNE                                         ;791000;2476000;;1;465,671
0791-2492;BUZANCY                                                     ;791000;2492000;2011;1;889,653
0791-2508;RAUCOURT-ET-FLABA                                           ;791000;2508000;2011;0;795,993
0791-2524;SEDAN                                                       ;791000;2524000;2011;2;1865,6
0791-2540;FLEIGNEUX                                                   ;791000;2540000;2014;0;0
0791-2556;LES HAUTES-RIVIERES                                         ;791000;2556000;;0;0
0791-2572;FROMELENNES                                                 ;791000;2572000;;0;0
0807-1820;PORT-SAINT-LOUIS-DU-RHONE                                   ;807000;1820000;;0;0
0807-1836;ISTRES                                                      ;807000;1836000;;0;0
0807-1852;SAINT-MARTIN-DE-CRAU                                        ;807000;1852000;;0;105,653
0807-1868;SAINT-REMY-DE-PROVENCE                                      ;807000;1868000;;0;0
0807-1884;AVIGNON                                                     ;807000;1884000;;0;0
0807-1900;BEDARRIDES                                                  ;807000;1900000;;0;174,281
0807-1916;CAMARET-SUR-AIGUES                                          ;807000;1916000;;0;0
0807-1932;VALREAS                                                     ;807000;1932000;;0;0
0807-1948;GRIGNAN                                                     ;807000;1948000;;0;0
0807-1964;MARSANNE                                                    ;807000;1964000;2015;0;106,662
0807-1980;CREST                                                       ;807000;1980000;2015;0;89,7255
0807-1996;VALENCE                                                     ;807000;1996000;;0;38,7544
0807-2012;ROMANS-SUR-ISERE                                            ;807000;2012000;2015;0;45,9737
0807-2028;ANNEYRON                                                    ;807000;2028000;2015;0;250,147
0807-2044;BEAUREPAIRE                                                 ;807000;2044000;;0;45,6645
0807-2060;PONT-EVEQUE                                                 ;807000;2060000;;0;9,54828
0807-2076;SAINT-PRIEST                                                ;807000;2076000;2014;0;16,3528
0807-2092;MEYZIEU                                                     ;807000;2092000;2015;1;397,578
0807-2108;MONTLUEL                                                    ;807000;2108000;2012;1;241,899
0807-2124;CHATILLON-SUR-CHALARONNE                                    ;807000;2124000;;0;30,9093
0807-2140;VONNAS                                                      ;807000;2140000;2014;0;47,2951
0807-2156;MONTREVEL-EN-BRESSE                                         ;807000;2156000;2013;0;0
0807-2172;SAINT-TRIVIER-DE-COURTES                                    ;807000;2172000;2012;0;235,071
0807-2188;SAINT-GERMAIN-DU-PLAIN                                      ;807000;2188000;2011;0;102,089
0807-2204;SAINT-MARTIN-EN-BRESSE                                      ;807000;2204000;2011;0;339,254
0807-2220;VERDUN-SUR-LE-DOUBS                                         ;807000;2220000;2009;0;14,4976
0807-2236;ARGILLY                                                     ;807000;2236000;2010;0;523,418
0807-2252;GEVREY-CHAMBERTIN                                           ;807000;2252000;2010;0;132,304
0807-2268;DIJON                                                       ;807000;2268000;2016;0;80,5224
0807-2284;IS-SUR-TILLE                                                ;807000;2284000;2012;0;230,449
0807-2300;GRANCEY-LE-CHATEAU-NEUVELLE                                 ;807000;2300000;2010;0;414,924
0807-2316;AUBERIVE                                                    ;807000;2316000;2009;0;402,747
0807-2332;ARC-EN-BARROIS                                              ;807000;2332000;2010;0;65,2517
0807-2348;CHAUMONT                                                    ;807000;2348000;2009;0;116,12
0807-2364;VIGNORY                                                     ;807000;2364000;2010;0;271,526
0807-2380;DOULAINCOURT-SAUCOURT                                       ;807000;2380000;2011;0;171,888
0807-2396;CHEVILLON                                                   ;807000;2396000;2011;0;681,721
0807-2412;STAINVILLE                                                  ;807000;2412000;2010;0;290,545
0807-2428;BAR-LE-DUC                                                  ;807000;2428000;2011;2;901,929
0807-2444;VAUBECOURT                                                  ;807000;2444000;2011;0;139,655
0807-2460;CLERMONT-EN-ARGONNE                                         ;807000;2460000;;0;768,875
0807-2476;MONTFAUCON-D'ARGONNE                                        ;807000;2476000;2012;1;251,888
0807-2492;DUN-SUR-MEUSE                                               ;807000;2492000;;1;417,426
0807-2508;STENAY                                                      ;807000;2508000;2012;0;203,265
0807-2524;CARIGNAN                                                    ;807000;2524000;2011;0;190,79
0807-2540;FRANCHEVAL                                                  ;807000;2540000;;0;0
0823-1820;MARTIGUES                                                   ;823000;1820000;;0;0
0823-1836;BERRE-L'ETANG                                               ;823000;1836000;;0;0
0823-1852;SALON-DE-PROVENCE                                           ;823000;1852000;;0;173,123
0823-1868;ORGON                                                       ;823000;1868000;;0;0
0823-1884;L'ISLE-SUR-LA-SORGUE                                        ;823000;1884000;;0;0
0823-1900;CARPENTRAS                                                  ;823000;1900000;;0;32,7288
0823-1916;MALAUCENE                                                   ;823000;1916000;;0;0
0823-1932;NYONS                                                       ;823000;1932000;;0;93,69
0823-1948;DIEULEFIT                                                   ;823000;1948000;2017;0;0
0823-1964;BOURDEAUX                                                   ;823000;1964000;2015;0;133,865
0823-1980;GIGORS-ET-LOZERON                                           ;823000;1980000;2015;0;23,5347
0823-1996;LEONCEL                                                     ;823000;1996000;2014;0;261,638
0823-2012;CHATUZANGE-LE-GOUBET                                        ;823000;2012000;2015;0;5,694
0823-2028;ROYBON                                                      ;823000;2028000;2015;0;506,559
0823-2044;LA COTE-SAINT-ANDRE                                         ;823000;2044000;;0;89,1115
0823-2060;SAINT-JEAN-DE-BOURNAY                                       ;823000;2060000;2013;0;0
0823-2076;BOURGOIN-JALLIEU                                            ;823000;2076000;2013;1;205,027
0823-2092;CREMIEU                                                     ;823000;2092000;2012;0;70,7335
0823-2108;CHALAMONT                                                   ;823000;2108000;2012;0;82,2406
0823-2124;LENT                                                        ;823000;2124000;2012;0;150,736
0823-2140;BOURG-EN-BRESSE                                             ;823000;2140000;2012;0;26,0762
0823-2156;COLIGNY                                                     ;823000;2156000;2013;0;0
0823-2172;MONTPONT-EN-BRESSE                                          ;823000;2172000;;0;211,125
0823-2188;LOUHANS                                                     ;823000;2188000;;0;44,3471
0823-2204;SAINT-GERMAIN-DU-BOIS                                       ;823000;2204000;2011;0;76,5634
0823-2220;PIERRE-DE-BRESSE                                            ;823000;2220000;2010;0;70,3366
0823-2236;SAINT-JEAN-DE-LOSNE                                         ;823000;2236000;2009;0;1739,39
0823-2252;GENLIS                                                      ;823000;2252000;2010;0;186,101
0823-2268;MIREBEAU-SUR-BEZE                                           ;823000;2268000;2009;0;364,882
0823-2284;FONTAINE-FRANCAISE                                          ;823000;2284000;2010;0;306,344
0823-2300;PRAUTHOY                                                    ;823000;2300000;2009;1;614,458
0823-2316;LANGRES                                                     ;823000;2316000;2010;1;1210,85
0823-2332;ROLAMPONT                                                   ;823000;2332000;2009;1;674,076
0823-2348;NOGENT                                                      ;823000;2348000;2010;0;568,527
0823-2364;ANDELOT-BLANCHEVILLE                                        ;823000;2364000;2010;0;403,469
0823-2380;LEZEVILLE                                                   ;823000;2380000;2011;0;219,681
0823-2396;MONTIERS-SUR-SAULX                                          ;823000;2396000;2011;0;128,864
0823-2412;LIGNY-EN-BARROIS                                            ;823000;2412000;2011;0;102,113
0823-2428;LOISEY-CULEY                                                ;823000;2428000;2011;0;483,527
0823-2444;PIERREFITTE-SUR-AIRE                                        ;823000;2444000;2011;0;115,687
0823-2460;VERDUN                                                      ;823000;2460000;2011;0;227,319
0823-2476;CHARNY-SUR-MEUSE                                            ;823000;2476000;2011;1;913,24
0823-2492;DAMVILLERS                                                  ;823000;2492000;2011;1;758,88
0823-2508;MONTMEDY                                                    ;823000;2508000;2011;0;216,294
0823-2524;MARGNY                                                      ;823000;2524000;2011;0;0
0839-1804;MARSEILLE - SUD                                             ;839000;1804000;;0;0
0839-1820;LES PENNES-MIRABEAU                                         ;839000;1820000;;0;0
0839-1836;VITROLLES                                                   ;839000;1836000;;0;48,8474
0839-1852;LAMBESC                                                     ;839000;1852000;;0;0
0839-1868;BONNIEUX                                                    ;839000;1868000;;0;0
0839-1884;APT                                                         ;839000;1884000;;0;0
0839-1900;SAULT                                                       ;839000;1900000;;0;0
0839-1916;BUIS-LES-BARONNIES                                          ;839000;1916000;;0;0
0839-1932;REMUZAT                                                     ;839000;1932000;;0;0
0839-1948;LA MOTTE-CHALANCON                                          ;839000;1948000;2015;0;0
0839-1964;AUCELON                                                     ;839000;1964000;2015;0;0
0839-1980;DIE                                                         ;839000;1980000;2015;0;2,21025
0839-1996;LA CHAPELLE-EN-VERCORS                                      ;839000;1996000;2015;0;216,314
0839-2012;SAINT-JEAN-EN-ROYANS                                        ;839000;2012000;2011;0;215,589
0839-2028;VINAY                                                       ;839000;2028000;2013;1;846,359
0839-2044;SAINT-ETIENNE-DE-SAINT-GEOIRS                               ;839000;2044000;2013;0;498,408
0839-2060;VIRIEU                                                      ;839000;2060000;2012;0;60,3656
0839-2076;LA TOUR-DU-PIN                                              ;839000;2076000;2013;0;370,784
0839-2092;MONTALIEU-VERCIEU                                           ;839000;2092000;2012;0;751,812
0839-2108;SAINT-RAMBERT-EN-BUGEY                                      ;839000;2108000;2012;0;1488,97
0839-2124;PONCIN                                                      ;839000;2124000;2011;1;1667,32
0839-2140;TREFFORT-CUISIAT                                            ;839000;2140000;2013;3;779,702
0839-2156;SAINT-JULIEN                                                ;839000;2156000;2013;1;635,913
0839-2172;CUISEAUX                                                    ;839000;2172000;2011;1;864,997
0839-2188;LONS-LE-SAUNIER                                             ;839000;2188000;2011;1;766,937
0839-2204;SELLIERES                                                   ;839000;2204000;2011;0;793,046
0839-2220;CHAUSSIN                                                    ;839000;2220000;2011;0;97,7717
0839-2236;DOLE                                                        ;839000;2236000;2010;0;486,368
0839-2252;AUXONNE                                                     ;839000;2252000;2010;0;313,953
0839-2268;GRAY                                                        ;839000;2268000;2008;3;1245,72
0839-2284;AUTREY-LES-GRAY                                             ;839000;2284000;2009;0;419,422
0839-2300;CHAMPLITTE                                                  ;839000;2300000;2009;0;293,422
0839-2316;FAYL-BILLOT                                                 ;839000;2316000;2009;3;1881,91
0839-2332;VAL-DE-MEUSE                                                ;839000;2332000;2010;0;858,757
0839-2348;CLEFMONT                                                    ;839000;2348000;2009;0;396,702
0839-2364;BOURMONT                                                    ;839000;2364000;2010;0;475,419
0839-2380;COUSSEY                                                     ;839000;2380000;2010;1;473,822
0839-2396;GONDRECOURT-LE-CHATEAU                                      ;839000;2396000;2011;0;120,733
0839-2412;VAUCOULEURS                                                 ;839000;2412000;2011;0;33,1785
0839-2428;COMMERCY                                                    ;839000;2428000;2010;0;154,491
0839-2444;SAINT-MIHIEL                                                ;839000;2444000;2011;0;417,654
0839-2460;FRESNES-EN-WOEVRE                                           ;839000;2460000;2010;0;198,307
0839-2476;ETAIN                                                       ;839000;2476000;2011;0;183,527
0839-2492;SPINCOURT                                                   ;839000;2492000;2011;0;579,966
0839-2508;LONGUYON                                                    ;839000;2508000;;1;452,92
0855-1804;CASSIS                                                      ;855000;1804000;;0;0
0855-1820;MARSEILLE                                                   ;855000;1820000;;0;12,1013
0855-1836;AIX-EN-PROVENCE                                             ;855000;1836000;;0;0
0855-1852;PERTUIS                                                     ;855000;1852000;;0;0
0855-1868;LA TOUR-D'AIGUES                                            ;855000;1868000;;0;0
0855-1884;VIENS                                                       ;855000;1884000;;0;43,6857
0855-1900;SAINT-CHRISTOL                                              ;855000;1900000;;0;0
0855-1916;SEDERON                                                     ;855000;1916000;;0;0
0855-1932;ROSANS                                                      ;855000;1932000;;0;2,82912
0855-1948;VALDROME                                                    ;855000;1948000;2015;0;0
0855-1964;LUC-EN-DIOIS                                                ;855000;1964000;2015;0;78,0485
0855-1980;CLELLES                                                     ;855000;1980000;2015;0;226,313
0855-1996;MONESTIER-DE-CLERMONT                                       ;855000;1996000;2014;0;124,663
0855-2012;VILLARD-DE-LANS                                             ;855000;2012000;;1;244,57
0855-2028;SAINT-EGREVE                                                ;855000;2028000;2014;1;585,789
0855-2044;VOIRON                                                      ;855000;2044000;2013;1;789,133
0855-2060;SAINT-GEOIRE-EN-VALDAINE                                    ;855000;2060000;2013;0;571,171
0855-2076;SAINT-GENIX-SUR-GUIERS                                      ;855000;2076000;2012;1;476,131
0855-2092;BELLEY                                                      ;855000;2092000;2012;1;823,049
0855-2108;HAUTEVILLE-LOMPNES                                          ;855000;2108000;2011;0;272,36
0855-2124;BRENOD                                                      ;855000;2124000;2011;0;209,76
0855-2140;NANTUA                                                      ;855000;2140000;2010;0;487,473
0855-2156;ARINTHOD                                                    ;855000;2156000;;2;848,141
0855-2172;ORGELET                                                     ;855000;2172000;2011;1;1125,86
0855-2188;CONLIEGE                                                    ;855000;2188000;2009;1;1250,83
0855-2204;POLIGNY                                                     ;855000;2204000;2011;0;1006,02
0855-2220;ARBOIS                                                      ;855000;2220000;2011;1;853,833
0855-2236;MONTBARREY                                                  ;855000;2236000;2010;0;119,234
0855-2252;GENDREY                                                     ;855000;2252000;2010;1;304,271
0855-2268;GY                                                          ;855000;2268000;2009;1;642,633
0855-2284;DAMPIERRE-SUR-SALON                                         ;855000;2284000;2008;0;1042,43
0855-2300;FOUVENT-SAINT-ANDOCHE                                       ;855000;2300000;2009;0;1085,05
0855-2316;VITREY-SUR-MANCE                                            ;855000;2316000;2008;1;1460,89
0855-2332;BOURBONNE-LES-BAINS                                         ;855000;2332000;2010;1;1823,66
0855-2348;LAMARCHE                                                    ;855000;2348000;2009;0;889,078
0855-2364;BULGNEVILLE                                                 ;855000;2364000;2009;1;439,731
0855-2380;NEUFCHATEAU                                                 ;855000;2380000;2010;0;206,481
0855-2396;COLOMBEY-LES-BELLES                                         ;855000;2396000;2009;2;596,674
0855-2412;TOUL                                                        ;855000;2412000;2009;0;274,141
0855-2428;BOUCQ                                                       ;855000;2428000;2012;2;527,34
0855-2444;VIGNEULLES-LES-HATTONCHATEL                                 ;855000;2444000;2011;0;176,458
0855-2460;CHAMBLEY-BUSSIERES                                          ;855000;2460000;;0;400,872
0855-2476;CONFLANS-EN-JARNISY                                         ;855000;2476000;;0;340,001
0855-2492;AUDUN-LE-ROMAN                                              ;855000;2492000;2011;0;105,083
0855-2508;MONT-SAINT-MARTIN                                           ;855000;2508000;2011;0;72,642
0871-1804;LA CIOTAT                                                   ;871000;1804000;;0;0
0871-1820;ROQUEVAIRE                                                  ;871000;1820000;;0;0
0871-1836;TRETS                                                       ;871000;1836000;;0;0
0871-1852;RIANS                                                       ;871000;1852000;;0;0
0871-1868;BEAUMONT-DE-PERTUIS                                         ;871000;1868000;;0;0
0871-1884;FORCALQUIER                                                 ;871000;1884000;;0;14,5878
0871-1900;SAINT-ETIENNE-LES-ORGUES                                    ;871000;1900000;;0;0
0871-1916;NOYERS-SUR-JABRON                                           ;871000;1916000;;0;0
0871-1932;ORPIERRE                                                    ;871000;1932000;;0;7,8012
0871-1948;SERRES                                                      ;871000;1948000;2017;0;245,437
0871-1964;VEYNES                                                      ;871000;1964000;2015;0;6,88608
0871-1980;MENS                                                        ;871000;1980000;2014;0;145,493
0871-1996;LA MURE                                                     ;871000;1996000;2015;1;504,174
0871-2012;VIF                                                         ;871000;2012000;2015;0;563,008
0871-2028;GRENOBLE                                                    ;871000;2028000;2013;0;223,743
0871-2044;SAINT-LAURENT-DU-PONT                                       ;871000;2044000;2013;0;344,153
0871-2060;LES ECHELLES                                                ;871000;2060000;2013;0;871,742
0871-2076;CHAMBERY                                                    ;871000;2076000;2013;0;718,492
0871-2092;AIX-LES-BAINS                                               ;871000;2092000;2012;0;402,899
0871-2108;SEYSSEL                                                     ;871000;2108000;2013;0;401,052
0871-2124;BELLEGARDE-SUR-VALSERINE                                    ;871000;2124000;2011;1;1105,75
0871-2140;COLLONGES                                                   ;871000;2140000;2011;0;681,323
0871-2156;SAINT-CLAUDE                                                ;871000;2156000;;0;518,245
0871-2172;LONGCHAUMOIS                                                ;871000;2172000;2011;1;536,966
0871-2188;SAINT-LAURENT-EN-GRANDVAUX                                  ;871000;2188000;2011;0;638,618
0871-2204;CHAMPAGNOLE                                                 ;871000;2204000;2011;0;846,51
0871-2220;SALINS-LES-BAINS                                            ;871000;2220000;;2;1539,57
0871-2236;QUINGEY                                                     ;871000;2236000;2010;1;1169,03
0871-2252;BESANCON                                                    ;871000;2252000;2010;0;481,791
0871-2268;BUCEY-LES-GY                                                ;871000;2268000;2008;1;612,012
0871-2284;FRESNE-SAINT-MAMES                                          ;871000;2284000;2009;0;1068,92
0871-2300;SCEY-SUR-SAONE-ET-SAINT-ALBIN                               ;871000;2300000;2008;0;1283,24
0871-2316;JUSSEY                                                      ;871000;2316000;2008;0;160,256
0871-2332;PASSAVANT-LA-ROCHERE                                        ;871000;2332000;2008;1;1298,31
0871-2348;MONTHUREUX-SUR-SAONE                                        ;871000;2348000;2008;1;446,63
0871-2364;VITTEL                                                      ;871000;2364000;2010;0;346,356
0871-2380;ROUVRES-EN-XAINTOIS                                         ;871000;2380000;2010;1;1076,99
0871-2396;VEZELISE                                                    ;871000;2396000;2010;0;447,687
0871-2412;LAXOU                                                       ;871000;2412000;2009;1;225,136
0871-2428;DIEULOUARD                                                  ;871000;2428000;;0;65,4321
0871-2444;PONT-A-MOUSSON                                              ;871000;2444000;2011;0;450,049
0871-2460;ARS-SUR-MOSELLE                                             ;871000;2460000;2013;1;553,375
0871-2476;BRIEY                                                       ;871000;2476000;;0;529,815
0871-2492;THIONVILLE                                                  ;871000;2492000;2011;0;271,474
0871-2508;ZOUFFTGEN                                                   ;871000;2508000;;0;43,8314
0887-1788;SIX-FOURS-LES-PLAGES                                        ;887000;1788000;;0;0
0887-1804;TOULON                                                      ;887000;1804000;;0;0
0887-1820;SIGNES                                                      ;887000;1820000;;0;0
0887-1836;SAINT-MAXIMIN-LA-SAINTE-BAUME                               ;887000;1836000;;0;0
0887-1852;LA VERDIERE                                                 ;887000;1852000;;0;133,637
0887-1868;GREOUX-LES-BAINS                                            ;887000;1868000;;0;0
0887-1884;VALENSOLE                                                   ;887000;1884000;;0;0
0887-1900;LES MEES                                                    ;887000;1900000;;0;15,1181
0887-1916;SISTERON                                                    ;887000;1916000;;0;0
0887-1932;LA MOTTE-DU-CAIRE                                           ;887000;1932000;;0;0
0887-1948;BARCILLONNETTE                                              ;887000;1948000;;0;60,1164
0887-1964;SAINT-ETIENNE-EN-DEVOLUY                                    ;887000;1964000;2016;0;99,2229
0887-1980;SAINT-FIRMIN                                                ;887000;1980000;2015;0;214,13
0887-1996;VALBONNAIS                                                  ;887000;1996000;;0;335,387
0887-2012;LE BOURG-D'OISANS                                           ;887000;2012000;2015;0;280,513
0887-2028;VILLARD-BONNOT                                              ;887000;2028000;2014;0;639,308
0887-2044;GONCELIN                                                    ;887000;2044000;2012;2;1550,45
0887-2060;MONTMELIAN                                                  ;887000;2060000;2013;0;683,449
0887-2076;DRUMETTAZ-CLARAFOND                                         ;887000;2076000;2013;0;1017,44
0887-2092;ALBENS                                                      ;887000;2092000;2013;1;531,69
0887-2108;ANNECY                                                      ;887000;2108000;2013;0;876,531
0887-2124;CRUSEILLES                                                  ;887000;2124000;2013;0;2147,89
0887-2140;SAINT-JULIEN-EN-GENEVOIS                                    ;887000;2140000;2011;0;162,243
0887-2156;GEX                                                         ;887000;2156000;2011;0;216,792
0887-2172;MOREZ                                                       ;887000;2172000;;0;101,519
0887-2188;LES PLANCHES-EN-MONTAGNE                                    ;887000;2188000;;0;172,62
0887-2204;NOZEROY                                                     ;887000;2204000;2011;1;440,671
0887-2220;LEVIER                                                      ;887000;2220000;2011;1;1015,52
0887-2236;ORNANS                                                      ;887000;2236000;2010;1;1121,66
0887-2252;SAONE                                                       ;887000;2252000;2011;0;835,882
0887-2268;MARCHAUX                                                    ;887000;2268000;2010;2;1049,52
0887-2284;RIOZ                                                        ;887000;2284000;2009;0;586,582
0887-2300;VESOUL                                                      ;887000;2300000;2008;0;97,6235
0887-2316;BREUREY-LES-FAVERNEY                                        ;887000;2316000;2008;0;307,929
0887-2332;SAINT-LOUP-SUR-SEMOUSE                                      ;887000;2332000;2008;1;1444,2
0887-2348;BAINS-LES-BAINS                                             ;887000;2348000;2008;1;147,516
0887-2364;DOMPAIRE                                                    ;887000;2364000;2008;0;652,331
0887-2380;CHARMES                                                     ;887000;2380000;2009;0;1483,1
0887-2396;HAROUE                                                      ;887000;2396000;2009;0;826,764
0887-2412;NANCY                                                       ;887000;2412000;2009;0;43,8085
0887-2428;MALZEVILLE                                                  ;887000;2428000;2009;0;403,971
0887-2444;NOMENY                                                      ;887000;2444000;2010;0;73,0256
0887-2460;METZ                                                        ;887000;2460000;2013;0;341,451
0887-2476;VIGY                                                        ;887000;2476000;;0;576,594
0887-2492;CATTENOM                                                    ;887000;2492000;2009;0;82,85
0887-2508;SIERCK-LES-BAINS                                            ;887000;2508000;;0;166,059
0903-1788;LE PRADET                                                   ;903000;1788000;;0;0
0903-1804;HYERES                                                      ;903000;1804000;;1;163,195
0903-1820;LA ROQUEBRUSSANNE                                           ;903000;1820000;;0;0
0903-1836;BRIGNOLES                                                   ;903000;1836000;;0;0
0903-1852;TAVERNES                                                    ;903000;1852000;;0;0
0903-1868;MONTAGNAC-MONTPEZAT                                         ;903000;1868000;;0;0
0903-1884;RIEZ                                                        ;903000;1884000;;0;0
0903-1900;MEZEL                                                       ;903000;1900000;;0;0
0903-1916;VOLONNE                                                     ;903000;1916000;;0;0
0903-1932;TURRIERS                                                    ;903000;1932000;;0;31,6495
0903-1948;JARJAYES                                                    ;903000;1948000;2017;0;18,2982
0903-1964;GAP                                                         ;903000;1964000;2016;0;119,964
0903-1980;LA CHAPELLE-EN-VALGAUDEMAR                                  ;903000;1980000;2016;0;23,3385
0903-1996;SAINT-CHRISTOPHE-EN-OISANS                                  ;903000;1996000;;0;0
0903-2012;LA GRAVE                                                    ;903000;2012000;2016;1;178,389
0903-2028;SAINT-JEAN-D'ARVES                                          ;903000;2028000;;0;6,77763
0903-2044;ALLEVARD                                                    ;903000;2044000;2013;0;886,083
0903-2060;CHAMOUX-SUR-GELON                                           ;903000;2060000;2013;0;1541,83
0903-2076;SAINT-PIERRE-D'ALBIGNY                                      ;903000;2076000;2013;2;1174,88
0903-2092;FAVERGES                                                    ;903000;2092000;2013;0;685,908
0903-2108;THONES                                                      ;903000;2108000;2013;0;619,894
0903-2124;THORENS-GLIERES                                             ;903000;2124000;2013;0;1134,27
0903-2140;REIGNIER                                                    ;903000;2140000;2013;0;576,346
0903-2156;DOUVAINE                                                    ;903000;2156000;2013;0;0
0903-2188;MOUTHE                                                      ;903000;2188000;;0;0
0903-2204;ROCHEJEAN                                                   ;903000;2204000;2011;0;85,268
0903-2220;PONTARLIER                                                  ;903000;2220000;2009;1;129,511
0903-2236;ARC-SOUS-CICON                                              ;903000;2236000;2009;0;817,555
0903-2252;VERCEL-VILLEDIEU-LE-CAMP                                    ;903000;2252000;2009;0;220,373
0903-2268;BAUME-LES-DAMES                                             ;903000;2268000;2008;0;955,924
0903-2284;ROUGEMONT                                                   ;903000;2284000;2008;1;743,25
0903-2300;NOROY-LE-BOURG                                              ;903000;2300000;2008;0;482,619
0903-2316;LUXEUIL-LES-BAINS                                           ;903000;2316000;2008;0;302,684
0903-2332;PLOMBIERES-LES-BAINS                                        ;903000;2332000;2008;0;462,59
0903-2348;XERTIGNY                                                    ;903000;2348000;2008;0;258,982
0903-2364;EPINAL                                                      ;903000;2364000;2009;0;149,075
0903-2380;CHATEL-SUR-MOSELLE                                          ;903000;2380000;2009;0;333,784
0903-2396;GERBEVILLER                                                 ;903000;2396000;2009;0;37,3046
0903-2412;LUNEVILLE                                                   ;903000;2412000;2009;0;252,675
0903-2428;CHATEAU-SALINS                                              ;903000;2428000;2009;0;364,538
0903-2444;DELME                                                       ;903000;2444000;2009;0;310,903
0903-2460;CREHANGE                                                    ;903000;2460000;2009;1;384,474
0903-2476;BOULAY-MOSELLE                                              ;903000;2476000;2010;0;229,997
0903-2492;BOUZONVILLE                                                 ;903000;2492000;2010;0;59,0512
0903-2508;MANDEREN                                                    ;903000;2508000;;0;0
0919-1788;PORQUEROLLES                                                ;919000;1788000;;0;0
0919-1804;COLLOBRIERES                                                ;919000;1804000;;0;0
0919-1820;LE LUC                                                      ;919000;1820000;;0;22,5422
0919-1836;LORGUES                                                     ;919000;1836000;;0;1,41456
0919-1852;AUPS                                                        ;919000;1852000;;0;0
0919-1868;AIGUINES                                                    ;919000;1868000;;0;0
0919-1884;MOUSTIERS-SAINTE-MARIE                                      ;919000;1884000;;0;0
0919-1900;DIGNE-LES-BAINS                                             ;919000;1900000;;0;0
0919-1916;LA JAVIE                                                    ;919000;1916000;;0;5,56983
0919-1932;SEYNE                                                       ;919000;1932000;;0;0,61894
